id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
351,lynkco,06,Lynkco 06 2025 A/T / Core Plus,1250000.0,crossover/suv,Internal_Combustion_Engine,31250,12500,1500,True,180,195,,7,automatic_dsg,95,3,51,290,4340,1820,165,172,2640,280,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,34974,187500,6.4,True,,,True,True,True,True,,True,,True,True,True,True,,,True,,,,True,True,True,,,True,,True,True,True,,,
352,lynkco,06,Lynkco 06 2025 A/T / Hyper Pro,1350000.0,crossover/suv,Internal_Combustion_Engine,33750,13500,1500,True,180,195,,7,automatic_dsg,95,3,51,290,4340,1820,165,172,2640,280,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,37772,202500,6.4,True,,,True,True,True,True,,True,,True,True,True,True,,,True,,,,True,True,True,,,True,,True,True,True,,,
353,lynkco,06,Lynkco 06 2025 A/T / Hyper Halo,1450000.0,crossover/suv,Internal_Combustion_Engine,36250,14500,1500,True,180,195,,7,automatic_dsg,95,3,51,290,4340,1820,165,172,2640,280,china,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,40570,217500,6.4,True,,,True,True,True,True,,True,,True,True,True,True,,,True,,,,True,True,True,,,True,,True,True,True,,,
354,mini,cooper,Mini Cooper 2025 A/T / C - Classic,2250000.0,hatchback,Internal_Combustion_Engine,56250,22500,1500,True,156,,,9,automatic_dsg,95,,,230,,,,,,210,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,62953,337500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
355,mini,cooper,Mini Cooper 2025 A/T  / C,2275000.0,hatchback,Internal_Combustion_Engine,56875,22750,1500,False,156,,,5,automatic_traditional,,3,,230,,,,,,210,germany,,2025,4,front traction,True,,True,True,True,True,True,True,,,True,,,True,,True,True,True,True,True,True,200000.0,4.0,63653,341250,,True,True,,True,,True,,True,True,,,,True,True,,,True,,,,,,,,,,,True,True,True,,,
356,mini,cooper,Mini Cooper 2025 A/T / C- JCW,2450000.0,hatchback,Internal_Combustion_Engine,61250,24500,1500,True,156,,,9,automatic_dsg,95,3,,230,,,,,,,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,68549,367500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
357,mini,cooper,Mini Cooper 2025 A/T / S - JWC,2950000.0,hatchback,Internal_Combustion_Engine,73750,44250,2000,True,204,250,6.1,9,automatic_dsg,95,,,300,,,,,,,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,82539,442500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
358,mini,cooper,Mini Cooper 2025 A/T / Se - Favoured,2980000.0,hatchback,Electric,74500,7450,,False,218,250,6.1,9,automatic_traditional,,,,300,,,,,,,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,83378,447000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
359,mini,cooper,Mini Cooper 2026 A/T /  JCW  Convertible,3000000.0,hatchback,Internal_Combustion_Engine,75000,45000,2000,True,163,220,8.2,7,automatic_traditional,95,4,,250,,,,,,215,germany,,2026,4,back traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,83938,450000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,True,True,True,True,True,True,True,,True,True,True,,,
360,mini,country-man-shape-new-generation,Mini Country man 2025 A/T / C,2480000.0,crossover/suv,Internal_Combustion_Engine,62000,24800,1500,True,156,212,9.0,7,automatic_dsg,95,3,54,230,4433,1843,1656,202,2692,440,germany,,2025,4,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,69388,372000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
361,mini,country-man-shape-new-generation,Mini Country man 2025 A/T / JCW ALL 4,2790000.0,crossover/suv,Internal_Combustion_Engine,69750,27900,1500,True,300,250,5.3,7,automatic_dsg,95,3,54,400,4433,1843,1656,202,2692,440,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,78062,418500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
362,mini,country-man-shape-new-generation,Mini Country man 2025 A/T / E-Favoured,3100000.0,crossover/suv,Electric,77500,7750,,False,204,,,,automatic_traditional,,,,,,,,,,,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,86735,465000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
363,mini,country-man-shape-new-generation,Mini Country man 2025 A/T / E-JWC,3200000.0,crossover/suv,Electric,80000,8000,,False,204,,,,automatic_traditional,,,,,,,,,,,germany,,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,89533,480000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
364,mini,country-man-shape-new-generation,Mini Country man 2025 A/T / E,3320000.0,crossover/suv,Electric,83000,8300,,False,204,,8.4,,automatic_traditional,,,,250,,,,,,,germany,,2025,4,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,92891,498000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
365,mini,country-man-shape-new-generation,Mini Country man A/T / JCW ALL 4 2025,3750000.0,crossover/suv,Internal_Combustion_Engine,93750,56250,2000,True,300,250,5.3,7,automatic_dsg,95,3,54,400,4433,1843,1656,202,2692,440,germany,,2025,4,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,200000.0,4.0,104922,562500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
366,mitsubishi,Eclipse-Cross,Mitsubishi Eclipse Cross 2025 A/T / Insport BL,1480000.0,crossover/suv,Internal_Combustion_Engine,37000,14800,1500,True,150,,8.6,8,automatic_cvt,92,4,63,250,4545,1805,1685,180,2670,,japan,japan,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,41409,222000,,,True,,,,,,,,,True,,,True,,,,,,,,,,,,,,True,,,,,
367,mitsubishi,Eclipse-Cross,Mitsubishi Eclipse Cross 2025 A/T / Insport PLUS - ML PLUS,1530000.0,crossover/suv,Internal_Combustion_Engine,38250,15300,1500,True,150,,8.6,8,automatic_cvt,92,4,63,250,4545,1805,1685,180,2670,,japan,japan,2025,5,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,42808,229500,,,True,,True,,,True,,,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
368,mitsubishi,Eclipse-Cross,Mitsubishi Eclipse Cross 2025 A/T / Inspire - HL,1600000.0,crossover/suv,Internal_Combustion_Engine,40000,16000,1500,True,150,,8.6,8,automatic_cvt,92,4,63,250,4545,1805,1685,180,2670,,japan,japan,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1000000.0,5.0,44767,240000,,True,True,,True,,True,True,,True,,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
369,mitsubishi,Eclipse-Cross,Mitsubishi Eclipse Cross 2025 A/T / Instyle TL,1660000.0,crossover/suv,Internal_Combustion_Engine,41500,16600,1500,True,150,,8.6,8,automatic_cvt,92,4,63,250,4545,1805,1685,180,2670,,japan,japan,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1000000.0,5.0,46445,249000,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
370,mitsubishi,Eclipse-Cross,Mitsubishi Eclipse Cross 2025 A/T / INFINITY - PL AWD,1740000.0,crossover/suv,Internal_Combustion_Engine,43500,17400,1500,True,150,,8.6,8,automatic_cvt,92,4,63,250,4545,1805,1685,180,2670,,japan,japan,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1000000.0,5.0,48684,261000,,True,True,,True,True,True,True,,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
371,mitsubishi,Outlander-Sport,Mitsubishi Outlander Sport 2025 A/T / Midline,1275000.0,crossover/suv,Internal_Combustion_Engine,31875,12750,1500,False,103,,,,automatic_cvt,92,4,,140,,,,,,,japan,indonesia,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,35673,191250,,True,,,True,,True,True,,True,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
372,mitsubishi,Outlander-Sport,Mitsubishi Outlander Sport 2025 Automtic / HIGH LINE,1325000.0,crossover/suv,Internal_Combustion_Engine,33125,13250,1500,False,103,,,,automatic_cvt,92,4,,141,4390,1060,1030,222,,,japan,indonesia,2025,,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,37072,198750,,,,,True,,True,True,,True,,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
373,mitsubishi,Outlander-Sport,Mitsubishi Outlander Sport 2025 Automtic / PREMIUM LINE,1450000.0,crossover/suv,Internal_Combustion_Engine,36250,14500,1500,False,103,,,,automatic_cvt,92,4,,141,4390,1060,1030,222,,,japan,indonesia,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,40570,217500,,True,,,True,True,True,True,,True,True,True,,True,True,,,True,,,,,,,,,,,True,True,True,,,
374,mitsubishi,Xpander,Mitsubishi Xpander 2026 A/T / Ignite - ML,1300000.0,van,Internal_Combustion_Engine,32500,13000,1500,False,104,170,15.4,4,automatic_traditional,92,4,45,141,4595,1750,225,225,2775,,japan,thailand,2026,7,front traction,True,True,True,True,,True,True,True,True,True,,,True,True,True,True,True,True,True,True,,1000000.0,5.0,36373,195000,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,
375,mitsubishi,Xpander,Mitsubishi Xpander 2026 A/T / Spark - HL,1390000.0,van,Internal_Combustion_Engine,34750,13900,1500,False,104,170,15.4,4,automatic_traditional,92,4,45,141,4595,1750,1730,225,2775,,japan,thailand,2026,7,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,38891,208500,5.0,,,,,,True,,,,,True,,True,True,,,,,,,,,,,,,,True,True,True,,,
376,mitsubishi,Xpander,Mitsubishi Xpander 2026 A/T / Premium - PL,1475000.0,van,Internal_Combustion_Engine,36875,14750,1500,False,104,170,15.4,4,automatic_traditional,92,4,45,141,4595,1750,1750,225,2775,,japan,thailand,2026,7,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,1000000.0,5.0,41269,221250,5.0,,,,True,True,True,,,,,True,,True,True,,,,,,,,,,,,,,True,True,True,,,
377,mitsubishi,attrage,Mitsubishi Attrage 2025 A/T / Highline,740000.0,sedan,Internal_Combustion_Engine,18500,7400,1200,False,76,,,,automatic_cvt,92,3,,100,4305,1670,1515,170,,,japan,india,2025,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,1000000.0,5.0,20705,111000,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,True,,True,,,
378,mitsubishi,mirage,Mitsubishi Mirage 2025 A/T / Highline,755000.0,hatchback,Internal_Combustion_Engine,18875,7550,1200,False,76,,,,automatic_cvt,92,3,,100,,,,,,,japan,india,2025,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,True,True,True,True,1000000.0,5.0,21124,113250,,,,,,,,True,,,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
379,nissan,juke,Nissan Juke 2025 A/T / Accenta,1035000.0,crossover/suv,Internal_Combustion_Engine,25875,2588,1000,True,115,180,10.4,7,automatic_dsg,95,3,,200,4210,1800,1595,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,28958,155250,4.8,True,,,,,True,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,,,
380,nissan,juke,Nissan Juke 2025 A/T / Tekna,1135000.0,crossover/suv,Internal_Combustion_Engine,28375,2838,1000,True,115,180,10.4,7,automatic_dsg,95,3,,200,4210,1800,1595,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,31756,170250,4.8,True,,,True,True,True,True,,True,True,True,,True,True,True,,,,,,,,,,,,,True,True,True,,,
381,nissan,juke,Nissan Juke 2025 A/T / Tekna Perso,1185000.0,crossover/suv,Internal_Combustion_Engine,29625,2963,1000,True,115,180,10.4,7,automatic_dsg,95,3,,200,4210,1800,1595,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,33155,177750,4.8,True,,,True,True,True,True,,True,True,True,,True,True,True,,,,,,,,,,,,,True,True,True,,,
382,nissan,juke,Nissan Juke 2025 AT / N-Design,1218000.0,crossover/suv,Internal_Combustion_Engine,30450,3045,1000,True,115,180,10.8,7,automatic_dsg,95,3,46,200,4210,1800,1593,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,34079,182700,4.8,True,,,True,True,True,True,,True,True,True,,True,True,True,,,,,,,,,,,,,True,True,True,,,
383,nissan,juke-shape-facelift,Nissan Juke 2025 AT / ACCENTA,1068000.0,crossover/suv,Internal_Combustion_Engine,26700,2670,1000,True,115,180,10.8,7,automatic_dsg,95,3,46,200,4210,1800,1593,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,29882,160200,4.8,True,,,,,True,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,,,
384,nissan,juke-shape-facelift,Nissan Juke 2025 AT / Tekna,1168000.0,crossover/suv,Internal_Combustion_Engine,29200,2920,1000,True,115,180,10.8,7,automatic_dsg,95,3,46,200,4210,1800,1593,,2636,422,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,150000.0,5.0,32680,175200,4.8,True,,,True,True,True,True,,True,True,True,,True,True,True,,,,,,,,,,,,,True,True,True,,,
385,nissan,patrol,Nissan Patrol 2025 A/T / XE,8990000.0,crossover/suv,Internal_Combustion_Engine,224750,224750,3800,False,316,,,9,automatic_traditional,92,6,97,368,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,251533,1348500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
386,nissan,patrol,Nissan Patrol 2025 A/T / SE T2,9600000.0,crossover/suv,Internal_Combustion_Engine,240000,240000,3800,False,316,,,9,automatic_traditional,92,6,97,368,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,268600,1440000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
387,nissan,patrol,Nissan Patrol 2025 A/T / SE Titanium,10750000.0,crossover/suv,Internal_Combustion_Engine,268750,268750,3800,False,316,,,9,automatic_traditional,92,6,97,368,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,300776,1612500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
388,nissan,patrol,Nissan Patrol 2025 A/T / LE T1,11050000.0,crossover/suv,Internal_Combustion_Engine,276250,276250,3500,True,425,,,9,automatic_traditional,92,6,97,700,5350,2030,1955,253,3075,,japan,,2025,8,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,309170,1657500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
389,nissan,patrol,Nissan Patrol 2025 A/T / SE PLT City,11750000.0,crossover/suv,Internal_Combustion_Engine,293750,293750,3800,False,316,,,9,automatic_traditional,92,6,97,368,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,328755,1762500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
390,nissan,patrol,Nissan Patrol 2025 A/T / LE T2 SR RSE,11900000.0,crossover/suv,Internal_Combustion_Engine,297500,297500,3500,True,425,,,9,automatic_traditional,92,6,97,700,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,332952,1785000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
391,nissan,patrol,Nissan Patrol 2025 A/T /  LE Titanium,13000000.0,crossover/suv,Internal_Combustion_Engine,325000,325000,3500,True,425,,,9,automatic_traditional,92,6,97,700,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,363729,1950000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
392,nissan,patrol,Nissan Patrol 2025 A/T / LE PLT City,14000000.0,crossover/suv,Internal_Combustion_Engine,350000,350000,3500,True,425,,,9,automatic_traditional,92,6,97,700,5350,2030,1955,253,3075,,japan,,2025,8,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,391708,2100000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
393,nissan,qashqai,Nissan Qashqai 2025 AT / ACCENTA,1450000.0,crossover/suv,Internal_Combustion_Engine,36250,14500,1300,True,148,206,8.9,,automatic_cvt,95,4,,250,4425,1835,1625,180,2665,,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,40570,217500,6.1,True,,,True,,True,True,,True,,True,,True,True,,True,True,,,,,,,,,,,True,True,True,,,
394,nissan,qashqai,Nissan Qashqai 2025 AT / ACCENTA  2T,1470000.0,crossover/suv,Internal_Combustion_Engine,36750,14700,1300,True,148,206,8.9,,automatic_cvt,95,4,,250,4425,1835,1625,180,2665,,japan,uk,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,150000.0,5.0,41129,220500,6.1,True,,,True,,True,True,,True,,True,,True,True,,True,True,,,,,,,,,,,True,True,True,,,
